,genre,gray_max,gray_med,gray_std,hash
5105,rock,1.5487,2.1685,1.5754,800ee385-87e7-324b-bdc4-ee3f5cce2649
5106,hip-hop,-0.9953,-1.3231,1.4064,80615e0e-0d6d-40d3-9ede-e0202cfea1da
5107,pop,1.4579,1.5792,0.7545,80c43523-38c3-41d7-997c-ad41f46b12d1
5108,electronic,1.0843,1.0046,-0.3543,80e8add7-2f21-4f2f-853e-65492afa1f5c
5109,hip-hop,-0.5511,-0.778,0.6335,810ebb8b-6ca4-46da-877c-cb2c31446d53
5110,pop,1.3266,1.0194,-0.0344,81185e47-9043-4950-8704-54b3240ab0b4
5111,pop,-1.0256,-0.3508,-0.0613,81e25f16-7f48-44c0-bec2-72516c9d0a73
5112,pop,-0.9852,-1.1758,0.7079,823d0afc-b1ff-4be2-b995-47565a417005
5113,rock,1.1651,1.5792,-1.8476,8273019a-819c-4dcc-8fee-4d464787378c
5114,rock,-1.0155,-1.1021,0.0261,82f14d3d-094c-4c93-8892-51d5099f6872
5115,rock,-0.9145,-0.3508,1.1548,830cc4a7-71b9-42ba-b0aa-40f253342875
5116,pop,-0.6319,-0.9253,-1.6258,840fc05a-c13f-43bb-875c-b99386eb9216
5117,rock,-1.0256,-0.1298,0.6528,8459afd3-dc27-4d31-a727-668aee98bc0a
5118,rock,1.5487,0.9604,-0.3602,84d537c0-bc24-43dc-ba55-377c25e9c17a
5119,hip-hop,-0.8338,-0.999,0.2803,84f171d1-ddbf-4936-af65-1376a2b4301b
5120,rock,1.5184,2.0801,-0.7095,84fadc51-5b8b-401c-bd2e-9768412b4a02
5121,electronic,-0.9044,-1.3821,-0.9722,85aaaac4-0f5c-4eba-84cb-7537226b1339
5122,pop,-1.0256,-0.174,0.4647,869069a4-1051-419a-be8e-5226cd30af17
5123,rock,-1.0256,-0.174,0.4647,869069a4-1051-419a-be8e-5226cd30af17
5124,rock,-0.3997,-0.5865,-1.2976,86d31939-fbcc-429c-a0e3-1a5bb5330b75
5125,pop,1.5487,0.2533,1.0557,8723b441-e730-477a-a694-5a14aa334c30
5126,rock,-1.0256,-0.7927,1.5757,874bf254-3637-42f5-8ca4-25f6186029d6
5127,electronic,0.7613,1.0341,-0.2195,896486db-bbd5-42d7-b2d8-3a52645fbf9a
5128,electronic,1.256,0.4006,0.334,89f108c5-104a-4789-9060-4b375ce28f66
5129,rock,-0.652,-0.3066,-0.0277,8a392019-ee06-42f8-aecf-36eb16ee5e3a
5130,hip-hop,-0.8943,-1.3231,-1.846,8a3e50e5-d97c-4b44-b4a2-9d171567d638
5131,hip-hop,-0.652,-0.7633,0.4427,8b63af05-4d44-48b0-a617-fbd6fff78f7d
5132,hip-hop,1.5487,1.2846,2.5132,8bb209ee-ea44-49b8-aa6b-a7478617b75f
5133,electronic,-0.4299,-0.5865,-0.3158,8c026b5c-643e-421c-b4c8-e1c67c5b60b2
5134,country,-1.0256,1.0783,0.844,8d3aa6b5-4582-49c3-b240-aeee5f6d0496
5135,pop,0.6906,0.9015,-2.1888,8e8ee4af-c012-4fb0-ac7a-38ab93fde484
5136,hip-hop,-1.0256,0.5921,0.7822,8f20dcc7-73e9-3567-b7b2-81235d149962
5137,pop,1.1045,1.5203,-0.6515,8f290baa-260e-437f-bb07-a66d00cdc09c
5138,pop,-1.0256,1.1225,0.5103,8f40e1e4-5833-4e87-a235-8140ca66094a
5139,electronic,1.4074,1.9328,-1.2042,8f491b34-664e-3ab9-9e19-7135ba09d4ce
5140,pop,-0.6621,0.6953,0.389,8f70b286-abe0-4c61-8765-e24f4f69dd7c
5141,pop,-1.0256,0.2238,1.2814,8fe0e803-aac7-4043-a7b8-ae6fd8aded45
5142,country,-0.9145,-1.1758,-0.239,90f54514-f789-4835-b3e0-d1f14e9e766e
5143,country,-0.9751,-1.441,1.5358,9393e707-e105-42b5-aaac-c2a524a7a589
5144,rock,-0.9751,-1.441,1.5358,9393e707-e105-42b5-aaac-c2a524a7a589
5145,hip-hop,0.9228,1.2993,-1.2201,942bd373-660d-3029-9ac5-668a547ba843
5146,pop,-0.8943,0.3859,0.7629,9489d202-9ebf-46c2-8b09-45057901b86d
5147,electronic,-0.3189,-0.5276,-1.159,94c8749c-82eb-4564-966b-32898f8dd215
5148,rock,-1.0256,-1.0137,-1.4012,9616135b-8e63-42c2-9e0d-b77f2877146a
5149,electronic,0.3777,0.2975,-0.7331,97b97ec9-8b73-3a0d-aa3c-bd5ae117453e
5150,country,-0.8539,-0.7485,-0.7885,97d5185a-0762-41b4-b7d4-59d72fcf0afe
5151,pop,-0.7934,0.3122,0.7751,9820fea9-39da-3e96-830a-202b6cde8253
5152,electronic,1.5386,2.1538,1.0408,9879f687-9f49-426d-bb46-728ac2f6b8ed
5153,rock,-0.9246,-0.9695,-0.6469,991d19e0-7227-3fbe-b08b-82b44257d04b
5154,pop,-0.9751,0.4595,1.7947,9a8d29de-27bf-4d2c-8e17-1980f9d361a1
5155,hip-hop,-0.7833,-0.6454,-0.5772,9b0ed78b-c3ff-45e3-afd5-9022609d1b0e
5156,hip-hop,-1.0155,-0.9548,-0.5759,9b855066-b396-46bd-a58f-7de98ba4c564
5157,rock,1.3569,1.7855,1.0073,9bfb8987-a619-399c-876d-0184b7932a31
5158,electronic,-0.9448,-0.7633,0.7638,9d48c124-2e51-41a0-927a-2d48bfca3de9
5159,rock,1.3973,0.4743,-0.1402,9d9f7987-aaa9-4ba8-a435-e6e116765079
5160,rock,-0.8237,-1.0579,-0.8466,9ec85ae5-d9a0-43f2-84e2-00ea3293ff1d
5161,hip-hop,-1.0256,-0.7485,0.6479,9f4ecf7a-05b1-4b9d-a9bf-778648ade7ff
5162,rock,-0.9549,-1.441,-0.979,9f85dd3b-b204-4dff-b4dd-824a5585e4b4
5163,pop,-0.864,-0.7338,0.7271,9fc2ed71-2372-4eca-ac16-595f70e64f04
5164,pop,-0.9549,-1.3231,-0.2635,a0434c93-2b24-495d-b6ff-cfe6b93a7cf4
5165,hip-hop,-0.8237,-1.22,0.4126,a047b949-977d-4f8e-ad97-c7fdd621fe79
5166,electronic,0.519,0.1059,-0.0557,a1278a26-4dd5-419b-9a9d-7e03ad1e3f33
5167,pop,-1.0256,-0.8664,0.366,a2bf42fc-16e3-4496-b3d7-f72be4bf0aae
5168,hip-hop,-0.9953,-1.1905,-0.4764,a2fd809e-40db-4b82-9299-8022972d884c
5169,hip-hop,-1.0256,-1.3673,0.1752,a3339fec-ce02-4d16-9fc6-0b093333253a
5170,electronic,0.9935,1.3582,-0.5232,a363dfeb-d6f6-4f60-b0ac-857a7a24505f
5171,country,1.3468,1.2698,0.0605,a3ac3aad-7b39-4703-a415-b520182fcb6a
5172,hip-hop,-1.0155,1.0046,1.1105,a3bd26cb-9a7b-4285-a4c6-c86872891518
5173,pop,-1.0256,-0.9695,-1.0176,a44995ac-8edc-460e-a3ed-44cf07e6c129
5174,hip-hop,-0.8539,-0.8222,-0.9188,a6002cf1-0747-4fd9-8465-6a3e7e2bdba2
5175,hip-hop,-0.3492,-0.5128,-0.5529,a7328f18-d702-48b1-8081-9ea0ca4b2015
5176,hip-hop,0.6906,0.7689,0.0075,a82c70ab-7342-4e4d-9bc9-21fb8b6296e0
5177,hip-hop,-0.864,-1.3084,2.0041,a88e3935-3795-4b62-bb60-e21580682eb4
5178,country,1.468,1.0046,0.3667,a89caba0-5b94-4203-90ed-74c1d4012b0c
5179,hip-hop,0.9026,1.1814,-0.8714,a91ecb3b-639a-4360-8aeb-d8c663e09953
5180,hip-hop,-0.7227,-0.6602,-0.2249,a988769e-902b-4947-91fc-f3ee82ca148c
5181,hip-hop,-1.0256,-1.22,-0.0949,a9daf7ee-fa15-49d8-83f8-ca7e64394453
5182,electronic,-0.9246,-0.6454,0.4161,aa1f8fa7-79c6-40ed-83c2-9e4f900b90a1
5183,electronic,-0.965,-1.4704,-2.3273,aa4099f4-8e34-405e-beba-9b4d006a8318
5184,hip-hop,-0.2381,-0.0414,-0.7718,aac3151d-0c31-4215-a146-d07ad72f998a
5185,pop,-1.0256,0.6805,1.6888,ab38127d-8f03-4ae2-bfe2-b53ba3c206bd
5186,pop,1.5487,2.198,0.3235,ab54c42a-952a-437d-a4cf-8afb9e8db193
5187,electronic,-0.7732,-1.0874,-0.5533,ab9e568e-8c1d-35d3-9028-6797803ea044
5188,pop,-0.7429,-1.1169,-1.7665,abc4234c-ffaf-4da8-aa7c-a9d09bc1384e
5189,hip-hop,-0.9145,-1.1611,-0.4498,ac94bea4-7b9f-4f7a-a92a-109534a0cc41
5190,pop,-0.9145,-1.1611,-0.4498,ac94bea4-7b9f-4f7a-a92a-109534a0cc41
5191,pop,1.4074,1.8297,1.903,ad575d96-11ce-4809-9d7b-0ef2e5aa7409
5192,hip-hop,-0.7833,-1.0285,-0.6629,adee522e-72b4-3bc3-acca-5c08a4306c1f
5193,electronic,1.5487,2.198,0.2933,ae9eb92f-9017-494e-b6bb-4e8208892123
5194,electronic,1.0843,1.5055,-0.4787,aeebaf7a-f064-4465-ab50-0e2299e078b4
5195,electronic,-0.7126,-1.0579,-2.354,af3388d9-3416-4dfc-9453-8927f5b0a0bf
5196,electronic,-0.1675,-0.3066,-2.6263,af35ce20-4063-47c4-b6b6-93b6fcbd0f51
5197,rock,-0.3391,0.0323,-0.4051,afb14580-aff1-4414-a542-1d0e8c3bdf33
5198,electronic,1.5285,0.2975,1.6487,afb55eb0-938d-44fd-9a1e-0a5fed931035
5199,pop,1.1853,0.8868,-0.2798,afdcccfe-5188-4718-b238-a6145487afba
5200,pop,1.0036,1.2551,-0.1506,b00b017e-fb39-472f-9c3f-6bb19ba11294
5201,pop,-0.016,-0.115,-1.2061,b0beb1c8-1ed7-3dda-a77a-ad48fde73104
5202,electronic,-0.9448,-1.4262,-1.8604,b1a66166-e7de-4e02-afa8-442b8bbe6565
5203,electronic,-0.6117,0.6069,0.0641,b37d157f-d56a-4136-9953-cd0995c93238
5204,rock,0.7007,0.6069,-2.1425,b471c008-2b82-4c1a-9d42-ddb5e4a7d94e
5205,rock,1.5386,1.8002,0.4123,b4d6b428-151f-43b8-8c58-0b4f2ff12c82
5206,electronic,-0.8943,-0.3655,0.1889,b4e9cde8-78d8-4390-a5bb-8025feb93807
5207,hip-hop,1.5487,-1.0727,1.9324,b5d33ae3-685e-4baa-b272-a98688534344
5208,electronic,-1.0256,-1.1758,1.6753,b5d8192f-6924-4e2c-952b-b10b69eb2cfa
5209,country,-0.0665,-0.0266,-0.7833,b6375a8e-45a4-4ae2-a9e1-a0cd5e37b912
5210,pop,1.5487,2.198,0.503,b69c6434-c304-4f4d-bd48-3c4e8d935341
5211,hip-hop,-1.0256,0.1501,0.1542,b6b92aea-1f61-45b7-bf0f-f24a6771e62a
5212,pop,-0.965,-0.2182,1.0014,b7b424d4-4ff5-44af-a7ba-7d627be7e00c
5213,electronic,0.1152,0.0028,-1.4449,b9021b1b-3ad2-4b67-9ede-234b7967eb75
5214,electronic,-0.9347,-0.6896,0.3968,b9cdd6a6-c01a-404d-aca6-57bd70e5ae87
5215,electronic,-0.9145,-1.3379,0.5557,bb25aad3-f9b0-4ab7-9390-f4fd4d26ac7c
5216,pop,-0.9852,-1.3968,-0.0798,bb3f60de-b134-42f8-a298-a4b57913da12
5217,country,-0.8842,0.268,1.3125,bb572612-98ed-4cea-8893-2cdc5dee7c81
5218,rock,-0.3189,0.5037,-0.3059,bbfb5acb-256c-4dd8-aeef-4deb8fe9fdfa
5219,country,-0.9044,0.3269,0.8573,bd18c7e3-7248-4f68-90f7-f5f0c4c491ac
5220,electronic,0.9228,1.152,0.3552,be09087d-aca2-4794-82bb-130706bc8cd0
5221,electronic,1.1045,1.5645,-1.471,be42fbe0-9131-4e5c-a728-ea6de14ce6c8
5222,hip-hop,1.2358,1.7118,0.0144,be4f047c-740b-4c84-a35b-22f38223edee
5223,rock,1.256,1.5497,-0.8018,bf5303ec-7679-4867-a327-4088ac9d4dcc
5224,hip-hop,-0.0968,-0.2034,-0.8254,bf65fdf1-d3a2-40f5-b82d-dd2f1d57f28d
5225,pop,-0.864,0.6363,2.1063,bfc3c5df-d08d-3ef3-93e4-ad7c43c05d8b
5226,electronic,-0.6319,-0.1445,0.1473,c003ba2a-394d-482d-8f72-bc6ca73cf84f
5227,hip-hop,1.5083,0.2533,1.3804,c0108d74-bb76-45df-9701-e3bec43aa2b0
5228,hip-hop,1.5487,2.198,-0.2946,c0764218-30d7-4a0e-8191-15f4b659196d
5229,pop,-0.1877,-0.0856,-0.9567,c10ebbf1-86c7-4510-b2c5-e972a7a83692
5230,electronic,-0.1473,-0.2771,0.7044,c2452105-5a63-4b96-96b7-8e04dc65801a
5231,pop,-0.8338,-0.8222,-0.8455,c316e190-b312-4272-9518-46b6f0bd1966
5232,pop,1.4579,1.0046,0.2826,c56169cd-25fc-4b9a-a1f4-af683f2963ac
5233,country,-1.0155,-1.4115,1.1385,c5b499b0-f7f8-4851-bd65-14599a6411ab
5234,hip-hop,1.5487,0.0912,1.1443,c5b7f2c3-80e8-4626-a340-23277e709ef9
5235,country,-0.9347,-1.3526,-1.7787,c5fad30d-d8e8-40e9-882c-6581d4268a0e
5236,hip-hop,0.9329,0.9457,-0.3141,c6329e2c-d1d5-42e0-9338-e69fc36ab1d6
5237,hip-hop,-0.541,0.2238,-0.0368,c7a10812-1d18-4b63-bbdf-1bf6d3bf0414
5238,rock,1.5487,2.198,0.6441,c7f170ef-5b55-4711-8820-48dac859f5e2
5239,rock,-0.0766,0.2827,-0.5733,caefa047-73dd-48de-9f11-a28a90b66563
5240,pop,1.3973,1.8591,-1.3877,cb9a23dd-31f2-4add-ba88-cc6899b0e016
5241,hip-hop,-0.7833,-0.4392,0.0403,cc491072-7ed0-40c1-a36b-4499e86de2b5
5242,rock,1.478,1.1667,0.2029,cde8a370-9cb9-41b7-8d1e-42f517d65280
5243,hip-hop,1.2358,1.2256,0.0304,cf1e1539-276f-4c27-9d15-f64f7fb62b87
5244,electronic,1.2459,-0.0266,0.1582,cf90ebb3-7751-4bcb-bcbc-d3a894f28917
5245,country,1.5487,1.2846,0.9551,d01a0bde-cca2-4486-a6a0-9c6e0587305a
5246,electronic,-0.8439,-0.5718,0.0283,d085842f-e0a6-4526-aaee-6d7ca1de4daa
5247,electronic,-0.5915,-0.0561,-0.492,d085e544-0483-458e-875f-3d0eec00a7d3
5248,pop,0.9329,1.2551,0.7285,d107bdba-1e70-42f5-95a4-ae42ae6570ec
5249,hip-hop,1.478,-0.0708,0.8354,d16f4636-72ea-4295-9a2b-f4eaa3f130c4
5250,pop,-1.0256,-1.0874,-1.1268,d38b2576-bdf8-4c03-88a8-34a45d535df2
5251,electronic,-0.753,-1.0579,0.3578,d419d043-3860-4d3c-91f9-6841e1d28ab7
5252,electronic,0.1758,0.2385,-0.9932,d462fb2a-a295-4088-9ce1-30ad7801a7b8
5253,pop,-0.7025,-1.0137,-1.1183,d4899c81-2b5d-43f9-b36f-56a17a50d412
5254,country,1.5083,0.3122,0.4067,d4acbbf7-9958-47dc-a31d-a2ebc0b4c8b2
5255,hip-hop,-0.7732,-1.0137,-0.2186,d4e1d513-40c8-493b-9c46-03e7efa5a604
5256,pop,-1.0256,-0.0414,0.1912,d5927788-e091-4144-80ae-3289ccc4c612
5257,hip-hop,0.8017,0.71,0.1581,d5fa37e3-4c73-49f7-bc2d-4ed6632cc476
5258,pop,1.3569,1.3877,1.0743,d61a6676-7851-4a10-811a-cb9aaed06d23
5259,electronic,1.5487,0.4448,0.3893,d7548fbc-8cac-41e9-a59c-d286696ace9e
5260,rock,1.4276,0.2827,0.5776,d83b9d6e-9f01-4ccf-bfcf-54aaea89d2a0
5261,rock,-1.0256,-0.1887,1.7583,d8e4f746-f031-4f66-b19e-a299c4d571bf
5262,rock,0.7512,0.1207,0.2142,d915c429-fe25-4c9b-aa5c-e65fd2ee2f17
5263,pop,1.1752,1.373,-0.8977,d916da5e-c240-4044-9b5d-76bf837da669
5264,electronic,1.468,0.3122,1.0667,da0cb9db-3999-42b1-9be1-3ca3d3d8677d
5265,country,1.2257,1.7265,0.1985,da8b5e33-9975-30d5-93f7-8f46d857c506
5266,electronic,1.5184,0.6363,0.2757,daf41569-527f-4ab1-8cda-d28a438873cc
5267,electronic,-0.5006,-0.5865,-0.2149,db04752e-977e-41d9-8e09-f2e9e7b71c1a
5268,hip-hop,0.4988,0.5185,0.593,db28db73-6d49-4558-a5ff-57c6db953fc8
5269,electronic,0.2969,0.3859,-0.6816,db787c14-a57c-4c99-a314-5a4377b40990
5270,country,1.5386,1.8739,0.5288,dd54d9da-975d-4b47-bbc4-c809f99f9426
5271,pop,-0.9145,-1.3673,-0.8433,df8bf6ff-9d19-4a93-9ab4-71bbb6ef5530
5272,country,0.832,0.3417,-0.1241,e0d5ecf7-58b9-4d83-9fda-f785d747c842
5273,hip-hop,1.5487,2.198,1.0729,e0eca4e0-44e4-37ef-bfda-4398dfcd860f
5274,pop,-0.8539,-1.2053,0.8189,e120a8ee-51ef-4f0c-a9db-a0a1fbef6c80
5275,electronic,1.5487,2.198,-0.5843,e13c14b3-a32f-449f-a419-b5a73b9de4c0
5276,electronic,-0.9751,-0.2034,0.4224,e1cdb014-55cf-4819-be09-25212306e0db
5277,rock,1.1752,0.9015,-0.447,e30870f0-4c78-4465-98ed-40077948a650
5278,electronic,1.4377,2.0212,-0.8627,e3235533-8b06-46f2-84d0-f5c5e11b2d74
5279,country,-0.4199,-0.0856,-0.0151,e348db4e-7b07-4220-ae38-01096bd0abd8
5280,pop,-0.9852,0.1207,0.237,e3ba440a-42bd-487d-a4e2-28376d5d6626
5281,pop,1.1045,1.3877,-0.0175,e3bea884-27b5-4fe6-8544-93e8db3a44d6
5282,hip-hop,0.5998,0.8278,-1.447,e402bfc1-d400-40e1-b1e7-aa1d542a0b57
5283,electronic,-0.3492,0.1943,0.4413,e403facd-913e-4ab4-a8b4-d397c79550e2
5284,hip-hop,-1.0155,-0.0266,0.5352,e42e808b-3405-3a5e-9822-8de0e3edd1f7
5285,country,1.5487,0.0912,-0.0948,e4b21e56-178d-489d-8d5e-c86558a29b8b
5286,hip-hop,0.7209,0.2827,0.3872,e69b2cbb-bf35-41d0-a6a6-8d2fedd9d778
5287,rock,-0.2179,-0.4097,-0.3884,e7087a59-ed9e-383c-ba25-28d0d94a4bf8
5288,hip-hop,1.5487,-0.2476,1.8068,e88a9544-f4da-42da-8fac-eb7bad8829d8
5289,country,-0.8842,-0.5128,0.629,e8bd2c33-ff7d-40dd-84ba-c016d8d08c7b
5290,electronic,1.5487,0.1649,0.8983,e8ccf90b-9024-4118-a2f0-74a55b21a16d
5291,country,0.0243,-0.0266,-1.8004,e92e138c-37b4-4e13-aa89-2290edaa3dd0
5292,pop,-1.0256,-1.2642,0.8026,e998fab9-b339-42ac-a340-25485b441638
5293,pop,1.5487,1.0194,0.5819,ea73d025-6dff-4c96-896e-056bfaf659ec
5294,hip-hop,1.2055,0.6511,0.5619,eb69023b-567a-4919-b552-de25b51a570d
5295,hip-hop,-0.0362,-0.6454,-1.095,eba6eb1e-c24d-4c1b-b58e-72ceeb631037
5296,electronic,-0.7025,-1.0874,-1.2085,eba97da1-f1fa-4919-866c-c214156552e8
5297,pop,1.5487,2.198,0.6973,eda40f9b-9511-3855-b8e6-a4f49b21e049
5298,rock,1.5487,0.489,1.1284,ef526583-b032-4430-b99a-0c07d9afa89f
5299,country,0.2565,0.2238,-1.0459,efa2641e-420a-4a66-b20c-5f4e63034829
5300,country,-0.5915,-0.1298,0.1748,efca6a82-7aa8-4a83-8021-c26f7ae24712
5301,country,-0.7934,-1.0874,-0.6958,efe4802f-5faf-39b2-8e62-ea01b9906460
5302,electronic,-0.6319,-0.9843,-2.3194,eff36773-5a66-4339-9b73-6206ed520a16
5303,electronic,-0.9549,-1.2789,-0.5874,f0d77b64-e603-4f8e-bdc0-0a5ecc281b22
5304,hip-hop,-0.8338,-1.0137,-0.6284,f192629b-4851-4a9f-aea3-5505c1e2dbbb
5305,electronic,1.1045,1.535,0.2806,f20a9c6f-bdd4-4980-bb91-b989f75d1324
5306,rock,1.256,-0.2624,-0.0748,f2c350d8-daa0-497c-98f6-2e8db4cdfa1e
5307,hip-hop,1.5487,2.198,1.5859,f418cbb4-d05f-4ed2-be2c-1f84d0f81382
5308,rock,-1.0256,0.0912,-0.4885,f5065c50-7070-482b-a04a-ca11c37e3c54
5309,rock,0.5695,0.7836,0.7213,f582d33f-2322-4a6d-88d4-5b5f4652669a
5310,rock,0.1152,-0.0414,-0.5281,f5e4b207-8f52-4e10-a7dd-5ed6c13064c4
5311,rock,-1.0256,-1.4704,0.0904,f614f409-0154-4945-b80d-10cfea116455
5312,hip-hop,-1.0256,-1.3673,0.159,f6e32d44-2c68-4adf-a555-ae15d41a2ae0
5313,pop,1.4377,1.5939,1.7128,f780bf42-4df7-4c1b-abce-70e4f48e2561
5314,hip-hop,-1.0256,-0.2329,1.0845,f7b5f3c0-a688-4433-85bf-f478ddf5edff
5315,electronic,-0.9044,-1.2937,-1.1955,f86ce2ae-83ca-495f-a9de-9130de134282
5316,hip-hop,-1.0256,-0.4834,1.0816,f871a5ca-f118-4c7e-931b-963b46aa40f1
5317,hip-hop,-1.0256,-1.0727,0.9249,f9255385-d041-477d-a601-d11e62180e13
5318,hip-hop,-1.0256,-0.616,1.6288,f93937d0-e37e-408b-9d50-7f8db096fdb3
5319,electronic,-1.0256,-1.5294,-0.1751,fae8b4e7-bf23-4590-9d38-3fb7a46fa740
5320,hip-hop,-0.6419,-0.0266,0.3207,fb0bf12b-99f5-44c7-ad8c-58d279edc73d
5321,rock,-1.0256,-1.1905,-0.7738,fb687986-6535-45a5-8e0f-3e6876773d51
5322,pop,-0.9953,-1.4852,-0.9158,fc16d77b-56b2-4995-a3ab-1e1fe0f6639e
5323,hip-hop,-0.8539,-0.4392,0.9937,fc626675-0858-419c-8afb-481f648f5a31
5324,hip-hop,0.3575,0.4595,-1.4898,fcb09d13-2c6d-4604-b92b-3571b065fb97
5325,pop,-0.3694,-0.5128,-1.0917,fd1b66eb-6f5a-35e6-8b6b-57ffdcf251e6
5326,hip-hop,-0.864,-1.3231,-0.8181,fd93b186-6fee-4048-800f-8e6609d8ddec
5327,electronic,-0.8842,-1.3379,-2.1801,fdd756b0-70d2-484f-8a46-16faae5adbc9
5328,pop,1.5487,2.198,1.7402,fecb85c5-6d5c-4bd9-bbaf-763942aa3410
5329,rock,1.5083,2.1243,-0.6924,ff7bde19-4eec-4389-a7bb-6ba6a6cd26fe
5330,rock,1.5487,2.0654,1.6425,ffb07088-67b3-35d3-8347-b65a0b4baf83
5331,electronic,-0.8943,-1.1316,1.8493,00449bf2-ca0d-46a7-8217-1c853245189d
5332,electronic,1.5386,2.1832,-0.6244,0100c3a5-b650-4464-bdfc-10c21c43a8a2
5333,hip-hop,-0.5713,-0.8369,0.2803,01355b72-a992-4568-af17-cf2bba706584
5334,country,-0.6117,-0.9548,-2.1208,019438e9-9ab2-444f-b31a-cb87e48a372a
5335,electronic,-0.8338,0.2385,0.8442,0194abe3-f137-3757-b639-2566af63036d
5336,rock,0.8824,1.2404,-1.4744,0232e2d1-b49c-4e3e-ae72-3b5f74b583d1
5337,electronic,1.266,1.8002,0.6528,0256e435-b6e1-4c49-96e1-2fcf290f361b
5338,pop,0.6502,0.1501,-0.2803,027eb612-a5dc-44be-92a6-ba3d7a5342bc
5339,rock,-0.7328,-0.9843,-0.6065,032a395e-11c6-4240-8880-0bd3cdb5255f
5340,electronic,-0.8035,-1.22,-2.392,03b00178-788e-4c94-8152-cdcfb2166b5c
5341,electronic,1.4982,1.9917,0.0948,03e34a61-e35b-440e-8613-4cc1b0232a06
5342,country,-0.8943,-1.3526,-0.7081,03ed4929-0daa-4663-babe-5041a74aa29d
5343,country,1.5285,1.5645,1.6606,060d2f99-5f82-488a-9f0a-b6b1a8112026
5344,hip-hop,-0.8943,-1.0874,0.9496,06444b12-81a4-4495-8492-b14ff998422c
5345,hip-hop,1.5487,2.0949,1.2054,06652264-a92c-465b-9bee-e690d01c4ee9
5346,pop,-0.6016,-0.6896,0.4237,069c9bf0-2226-31bc-92b2-5694a1face44
5347,electronic,1.5487,1.9475,-0.3242,07d28133-913d-4121-9f5a-a96f991c3733
5348,pop,-0.8035,-1.1611,-1.5175,07eb53af-a210-3b09-9194-8c332bb897e8
5349,pop,1.5386,1.3288,2.3932,08558fb8-a980-4c69-b65d-8294aa67a6f8
5350,electronic,-0.6419,-0.999,-2.2857,08a97c57-15fd-42f5-b308-aebd59afbdc6
5351,country,0.5493,0.9015,-0.4835,08b7b4ba-42f6-449b-8559-e8ff5a9ea653
5352,rock,1.5487,0.8278,1.0198,0935f8da-d638-410f-baaf-e90e91798785
5353,rock,-0.965,-0.7044,-0.1125,0a36e04e-e116-4561-bab5-b3755bcb67a2
5354,pop,-1.0256,-0.8517,-0.3521,0a9a6693-1ee3-4c7b-8ff8-98185df48c9b
5355,hip-hop,-1.0256,0.931,1.3959,0b6e8b77-c447-44c3-8be7-ea5b32d6b157
5356,rock,-0.8943,-1.1316,-0.7323,0d8d9e46-5e47-3914-9440-d1f3a866ea3e
5357,hip-hop,-0.9448,-1.0285,0.6191,0d9d2842-397e-467e-9e52-cefd1c798964
5358,electronic,-0.8842,-0.9695,-0.5448,0db75d12-2eaa-490a-bcc9-54bd71270fbb
5359,country,-0.8539,-1.0579,0.3944,0e221dd3-1700-49a9-91d1-303b7759260d
5360,hip-hop,1.5285,1.7707,1.9248,0e9532fa-83ee-47ce-9fca-46ccce26742e
5361,electronic,1.4579,-0.5276,1.5961,0f24fc82-cdf2-4415-9a2c-6b0b334cdcb2
5362,country,-0.228,-0.2771,-0.2386,0fdee43b-c570-48d2-9d76-be2f20e315bc
5363,pop,-0.8439,-1.22,0.3711,106b791e-7c91-45e5-83f7-f20929685907
5364,hip-hop,-0.9448,1.0783,1.4018,1077ca44-a9ac-448b-93c1-5ed9bb731fea
5365,country,1.5487,2.198,-2.7321,10a27140-8e9a-476c-88d5-a485fd4a9212
5366,electronic,-0.8136,-1.22,-1.0969,13742f8b-d981-48b5-b1e0-1acb3e21d520
5367,hip-hop,1.3367,1.535,0.9069,142d4aa7-f928-40e1-9395-b3a52be73644
5368,hip-hop,-0.6016,-0.9106,-2.134,14bd0ae9-6568-4468-930c-291eb71c892c
5369,electronic,-0.6117,-0.5128,-2.0611,14ccf0a8-9085-4713-97f9-e9da16dbed2f
5370,hip-hop,-0.7732,-1.1611,-0.6344,1505e349-4113-479f-8ada-eee5c81ba738
5371,hip-hop,0.8925,0.3711,0.0459,15aebbb3-8c99-40d1-a793-5c72c4a175da
5372,country,-0.8439,-0.115,0.5789,163ecae4-6bb7-479d-8e90-92aa03cb79bc
5373,hip-hop,-0.6218,-0.0266,-0.4406,1647a88b-a011-40d0-8930-0d965a880213
5374,electronic,-0.8943,-0.8222,-0.6917,16734923-38e2-4bca-88d7-36f22c02a77c
5375,pop,1.5083,2.0949,-0.7503,16a37b5c-cd60-4e1f-9d2e-248f34dce8d9
5376,country,-0.5511,-0.6896,-0.3632,16c22d49-758f-4fcf-aadb-3b6f49dfd01e
5377,hip-hop,1.5487,1.9623,2.5782,170a00af-b2ec-48ec-af72-ce050c532422
5378,pop,0.943,0.9162,-0.1603,17a635c3-c8ec-4dbd-a438-5e540d49e3a3
5379,electronic,-0.9044,-1.2937,0.2651,17e8ceca-1447-4e86-b976-2b4ea15d48a0
5380,rock,-1.0256,-1.1905,3.0004,18e46cbb-48e5-4b82-84b9-81af1aac0da7
5381,pop,1.5487,1.9475,1.4903,1976f1d1-56fe-4bb4-a757-1af43506fbae
