,genre,gray_max,gray_med,gray_std,hash
1955,rock,1.5083,1.3582,0.3172,43c23cd8-a402-4843-ad50-bb726ed7829f
1956,electronic,1.5184,1.4761,0.2288,440f4f9e-f0b8-4f5c-bdc6-31dd2da88a48
1957,country,-0.3088,-0.3508,-0.3583,446076d8-5669-44fc-89ca-ef99eb83cb6e
1958,country,0.7815,0.5921,-0.3314,44d0d81e-5a64-4630-8736-a9fa20b386dd
1959,pop,-0.9347,-0.2182,-0.0993,44e63980-929f-492e-b7be-debff32d51c8
1960,rock,1.155,1.535,0.6953,46432b06-5e77-3f12-b281-82233ed50873
1961,hip-hop,1.5386,2.1832,1.0866,46763006-00e6-4fd4-8788-5e75f5e7f170
1962,hip-hop,-0.9448,-0.1887,-0.1124,46ba7d47-6059-3f6f-9049-3455c43f67a6
1963,hip-hop,-0.7328,-0.0119,0.7843,474fe891-aa81-448f-8d76-8b3c9aea5ff1
1964,rock,1.5487,2.198,0.0738,481a78dd-6147-4618-8fc9-e709657d91da
1965,hip-hop,1.3367,0.6511,0.5491,485b3c33-48ee-43a5-896d-56b06f4a6b02
1966,electronic,-0.6218,-0.3213,-1.1397,48eb06cf-4023-480c-b86d-5042a3e02643
1967,pop,-0.5006,-0.5865,-0.052,48fd864e-254c-4ecf-b1c3-6158ca20800e
1968,electronic,-0.7732,-0.8811,-0.9427,4aeffc48-54a8-4575-8662-068d1c545e03
1969,pop,1.5184,1.6529,0.6115,4c727828-dde3-4783-99dc-a9ee26e3af1e
1970,electronic,1.5083,-0.5276,0.531,4e7853d8-15a1-3615-ade4-ca49952c87a1
1971,pop,1.5285,1.6529,1.0616,50097de6-9025-4b1f-b2ad-37b6b7623ce1
1972,hip-hop,-0.6419,0.3564,0.9105,50401a8a-7e5a-437a-a7ab-ffccfb474497
1973,country,1.1348,0.6805,-0.5996,508ff93f-7cef-49e3-a16c-368988860735
1974,pop,-0.7934,-0.4539,0.6137,5401839f-b68a-4300-83c9-d4a10f54d2e2
1975,hip-hop,1.4982,0.4448,1.5517,5508f6c4-933b-489e-9150-8daec11a69e8
1976,hip-hop,-1.0256,-1.1905,0.0895,56a93128-86c7-49c8-a697-260453cc3ea5
1977,hip-hop,0.7007,0.8131,-0.4243,56ba0b66-c54f-4d7f-957c-1bf7c22d7d94
1978,rock,1.3468,1.8886,-1.5612,56e86227-c470-3479-82b3-8dc26e6efb24
1979,rock,-0.7934,-1.2053,-1.1535,58623b3e-7ef0-4e03-af3b-95331f0e58a1
1980,electronic,-0.9953,-1.4262,0.4592,59e297f5-2aed-471b-829d-7b10b48cef81
1981,rock,-0.2381,0.3122,0.927,5a5adcfc-aa96-42a4-93ab-70d3af740b56
1982,hip-hop,-0.3896,0.4153,-0.194,5a706458-cc22-445d-bfad-de0b6309b4ca
1983,hip-hop,-0.2482,-0.3066,-0.883,5c682a71-a7f4-4c86-970b-d05a2936c5db
1984,hip-hop,-0.9852,-0.6012,1.4133,5de41ef6-d5f4-4d3a-a5e3-30a0aedff73e
1985,hip-hop,-0.6722,-0.9695,-1.5665,5e59050c-fbf2-4811-b177-c1dab9792b83
1986,rock,-0.8439,0.2091,-0.2426,5eb2e691-915f-463d-b65b-c7682dc52d10
1987,electronic,-0.9953,-0.1887,0.2375,5f067622-b426-4879-a9f0-8c1efb117f55
1988,country,1.1348,1.4171,-1.6435,5f092d47-e945-42f2-977c-4f4374aa472f
1989,hip-hop,-0.9852,-1.4852,-0.1131,64565ea0-3f77-4ac4-8471-d9b3ea8964f6
1990,hip-hop,-0.6016,-0.174,-0.1387,651c1fd2-d616-4662-bef3-ff08c8bc71e3
1991,hip-hop,1.5487,0.3417,1.4599,665dfa14-da73-4c0e-a33b-24f71772e16a
1992,hip-hop,-1.0256,-0.5276,1.3668,66bb374f-c641-497f-aa25-c1c70fae3edc
1993,hip-hop,0.0849,0.71,0.0873,66df81d2-9787-3838-85fa-fa0de57990f3
1994,hip-hop,-0.4602,0.1059,-0.3715,66f38305-573a-42f3-94f3-758e95b2721f
1995,hip-hop,-1.0256,0.8868,0.7949,6756c406-5810-4fca-a400-55c590b1fa28
1996,electronic,-0.1574,0.5921,-0.8395,6846a0bc-0496-4c84-8147-cf4413b60d23
1997,electronic,1.155,0.9604,0.0104,6965e3e6-3885-4063-a48c-556ae3b898b4
1998,rock,-0.8035,-0.6012,0.1216,69f54d5a-561b-4c90-9dc7-d5a9977c893e
1999,hip-hop,-0.8035,-1.0285,-0.6638,6b053941-ccd0-4b28-a403-8913f968db8c
2000,pop,-1.0256,-0.8811,1.5911,6b12543c-b355-4ebb-bedc-2cbb5657720a
2001,rock,-0.965,-1.0579,1.5965,6b36c60c-b424-45ea-9278-27b5e0e43619
2002,rock,0.1455,0.1796,-1.636,6b6ec98a-e249-31ab-8938-a184ef6c172a
2003,electronic,1.2358,0.8426,1.1489,6c6f66f4-1bbf-41ed-bdfb-1406ce183d13
2004,pop,1.5386,2.1685,0.5339,6cdb4673-396a-4bcc-b3c5-2280bc2edc4a
2005,country,-0.6621,0.6805,-0.5753,6db3eed8-2ed8-4068-9863-1ee5759fd5ab
2006,rock,1.478,0.6805,1.2447,71835141-72b2-4f4a-942a-69d04eae9ab3
2007,hip-hop,1.2358,0.9015,1.1323,73d1b2d7-6b04-447a-b3df-b593e3f7e564
2008,rock,1.5487,-0.0119,0.3417,7483c725-9782-483d-8b66-25cdeac17626
2009,rock,-0.5208,-0.7191,-1.2509,74ff4610-edd0-4d7f-a6cd-f60b0f9b5c0e
2010,electronic,0.2061,0.2385,-2.4479,76fe13d6-6e51-49d2-aff5-71d28012c066
2011,hip-hop,1.5386,1.2698,1.5888,77cabcbb-5e63-4b11-80e8-ebb5f8cf9aaa
2012,hip-hop,1.5487,2.0654,1.9268,78721f0a-c108-3dc1-8884-2edfc714ff4b
2013,hip-hop,-0.8943,-1.3526,-0.7211,79975221-cd87-4aaa-b614-9981a2b294ed
2014,electronic,0.3575,0.5185,-1.1408,7b7345c2-9b87-3739-8e3d-2331f6bc0575
2015,electronic,0.1455,0.1207,-1.8395,7d4ed920-a5a6-4a09-80a0-134f0172829e
2016,pop,1.5487,0.0323,0.5812,7d5eacb5-e5cf-3299-a646-fb81e1d39ac1
2017,country,0.408,-0.0119,-0.2441,7e3c8738-5937-4762-9a2a-af5257ebf8d9
2018,rock,-0.0059,-0.115,-1.6344,7e5af94a-6e11-4bb4-99ba-177d322027fa
2019,hip-hop,-1.0256,0.6658,1.6074,7ec201f1-a057-4bec-882b-ceb7fcb17950
2020,hip-hop,-0.8943,-1.1611,1.1945,7fb44cd3-8696-41f0-aca4-c2ffb1fb7187
2021,country,-0.9145,-0.6602,0.2673,803f3d56-cc10-4903-831d-871d04db4b40
2022,electronic,1.468,2.0654,0.6959,80ae3ac4-db14-3026-aced-828fcec37117
2023,electronic,1.2761,1.4466,-0.5766,80f05c00-ffc0-4509-ab1e-219d585aebf7
2024,hip-hop,-0.4905,-0.2771,0.237,8102c231-708d-47c2-bee3-3dd2226dffb4
2025,pop,1.4982,1.8444,-0.1901,82c35ea5-3d62-43fd-a5a6-a87b62054a95
2026,country,-0.7631,-0.9695,-1.1826,82fc6ec8-82ed-4232-84fc-f6552ae30ea9
2027,electronic,-1.0256,-1.5588,-0.1481,83692658-bc4a-4f14-9351-574131307246
2028,electronic,-0.9448,-1.3673,-0.3385,83a13b71-a387-4f1a-a6f2-bb5d28e8c449
2029,electronic,-0.4098,0.0323,0.1848,84179abc-b714-40fc-8390-8518d57a41d5
2030,electronic,-0.8439,-0.8222,-2.0625,8459a7c2-a424-4b8b-b76f-46f5efdfdbd6
2031,rock,-0.9751,-1.3968,0.4503,845a1cd6-9694-423f-bd41-87e5656c432f
2032,hip-hop,-1.0256,-0.9695,0.6353,84cfc47e-60e8-4256-a87f-b952056288dc
2033,rock,-0.6823,-0.9695,0.8191,853d662d-677f-3d69-b9ea-1d7492aa5ce6
2034,country,-0.6924,-0.8075,-0.196,8560a8ba-59fe-4b43-855f-7061a08c95f6
2035,hip-hop,0.2161,0.1943,-1.8325,8801f036-6ee9-4e72-908b-6d1b2f131d63
2036,pop,-0.4703,-0.7191,-2.5234,8aa1af6e-d724-4dc3-8e41-cbce6fe67534
2037,rock,-0.8136,-1.22,0.9389,8b7fb574-aa37-4c5b-9814-15c7a32222bc
2038,hip-hop,1.5487,2.198,1.2203,8d628973-bce9-4abc-8502-d1f8fb5756ae
2039,rock,-0.753,-0.9401,-1.6578,8e245554-83e7-4094-8581-b5729b532db3
2040,rock,1.054,1.4466,-1.5113,8e5fe11f-78a9-438d-9be0-657af14d2f97
2041,hip-hop,-1.0256,-0.2476,1.1023,8eef5bbd-1da8-4d2e-8097-9c04a7522982
2042,pop,-0.3593,-0.2918,-0.3626,9086ca36-4043-4c92-9672-19d1ae2ea40d
2043,hip-hop,1.3064,-0.6454,1.3659,918f15b6-00b5-3611-ab8f-0e87a79139d8
2044,hip-hop,-0.6924,-0.4392,-0.509,92026c84-9201-4f36-af18-ee9d7473d102
2045,rock,-0.9044,-0.6749,0.7275,92acb4cf-418e-4a33-b9f0-304fa91d611f
2046,electronic,-0.1675,-0.7485,-1.5388,935ab141-5b17-43ec-b7b4-bbcf942ccf48
2047,pop,0.1657,-0.0561,-0.3435,944c3f93-1a2f-4a9f-88b6-cd8b29d2f3c0
2048,electronic,1.0238,0.4153,0.19,94a02547-674f-46a1-a30c-098d4dfba0c6
2049,electronic,-0.1978,-0.2329,-0.1343,95b6db4a-8ce8-43a6-918c-d3b540179c0f
2050,electronic,-0.7429,-0.6307,-1.5258,984e99cc-cfe9-4600-ba0e-1e6212731d2d
2051,electronic,-0.1776,-0.3213,-1.6243,989be305-c868-474a-8b85-34c3a86b1a61
2052,hip-hop,-0.8943,-0.6454,-0.1348,991dbf44-6051-4c74-98f7-3a0c96a52cfb
2053,rock,-0.4501,0.872,0.4305,9c781905-61b7-431b-9073-891b98594b49
2054,electronic,-1.0256,-1.3379,-1.0517,9cf7e22f-05d2-4d2a-9749-18b28a19bf4d
2055,electronic,-0.7732,-1.1611,0.097,9d7e1cc6-1d88-4e4f-8fdc-e87f3c11214a
2056,country,0.9531,1.2698,-0.6894,9e2bc600-f54c-4a13-9944-85193f8ae3dc
2057,rock,-0.6117,-0.3066,-1.018,a018da13-02a2-4318-9afb-ba758832eeb3
2058,rock,0.0243,0.6069,-0.3634,a0dfcd18-8b1a-4efe-aa62-13b44eefcd86
2059,hip-hop,1.5487,0.268,1.4718,a164b1b6-00dc-4722-be0d-62601accb796
2060,electronic,-0.8943,0.0912,-0.3908,a189640d-a114-421f-b48e-4992c0cc854e
2061,hip-hop,1.5487,-0.5423,1.2146,a26f660d-539f-4d5c-b904-136933e3c04f
2062,country,-0.9448,-1.3084,-0.1187,a2969421-40fd-43f3-a613-4c3d69aa7444
2063,hip-hop,1.3569,-0.6896,1.5418,a46ca59e-d30f-4085-8113-6671467bac59
2064,rock,1.0641,1.4761,-1.3723,a653bf65-e92d-49b5-91cc-20363a9f07c9
2065,pop,1.468,0.71,1.3821,a6571b99-f507-4b67-abab-c1263bf3d6d2
2066,pop,-0.9448,0.3711,0.2461,a6a37a40-793d-4528-9a2c-4e8c7169e4c7
2067,country,-0.7227,-0.8517,-0.8686,a748a984-1790-48bf-9f92-15d5f8152fe2
2068,country,-0.753,-0.2034,-0.6032,a793618b-898f-495c-98f3-69b509758abd
2069,country,-0.6319,-0.5276,-1.0108,a803940f-2dac-4f18-9e13-102407ea28e6
2070,hip-hop,0.2161,0.2385,-0.1432,a82df7f4-ee60-4258-abec-a44af8bdeab3
2071,rock,-0.6419,-0.6012,1.0977,a8ab2c97-9a62-3fd6-96a8-13ac86aded1d
2072,country,-0.3997,-0.4981,-1.7531,a9a2dd4d-63e1-4ba1-bfd0-3bb685d508aa
2073,electronic,-0.4703,-0.6749,-0.3965,aa881c4c-5be3-41fe-9411-2ee298958807
2074,electronic,0.3575,0.4595,-1.1932,ac4eef6d-9789-4d31-aeef-39099459eaa9
2075,pop,0.4584,0.5921,-0.926,aff163aa-eb95-4ee6-8fe6-c68df041b10a
2076,country,-0.9953,-0.9106,0.4103,b0126638-cfe0-47e0-9c2a-d110e9d61775
2077,electronic,-0.753,-0.9695,-0.7709,b1505d97-4951-486e-84e0-1bc01f2a8567
2078,pop,-0.9953,-0.7633,0.0738,b21564f2-a5d1-34d1-b5d8-1a24a1debc75
2079,hip-hop,-0.7429,-0.557,1.2725,b293ff16-e8db-484f-aa9e-ad380666d8f7
2080,electronic,0.1657,0.5627,-1.2185,b2f1f36c-cece-49f0-aabf-f5307027fb07
2081,hip-hop,-0.8035,-1.1316,-0.8153,b34d3b22-9b21-44a1-bbef-6ebc05bed361
2082,rock,1.5487,1.977,0.8113,b40c0e5f-5d8b-444f-a1a5-42add8a1253f
2083,country,-0.9852,-1.2495,0.2467,b4c31528-4842-4d51-a71e-7bac47315c39
2084,electronic,-0.9246,-1.2789,-0.4925,b58b451e-77e8-4d11-a3ed-99a64df539d5
2085,rock,1.5487,0.1649,0.528,b6b4a108-5b38-3190-8bed-1bc5b892b4a2
2086,hip-hop,1.5487,-0.7485,0.9464,b6e73c73-1be9-400c-b2f4-bdc3a42d0351
2087,hip-hop,0.7108,0.5921,-0.2965,b756cbdc-682d-4762-9684-9dfd4527f1b6
2088,hip-hop,1.5487,-0.3066,0.9172,b91f6478-a789-4213-a3cf-2e2819fe0fa9
2089,country,-0.8741,-0.9843,0.2229,b99bd0e5-f4af-435d-87b9-12e6e66efd2a
2090,hip-hop,-0.4501,-0.6602,-1.3514,ba28d1f0-4e05-4a87-82e7-fa17fe805662
2091,pop,1.5487,1.7855,1.7868,bab1ff93-c3fc-48dd-abe8-fbcc6d6decc9
2092,electronic,1.4478,1.4024,0.6137,bc146bd2-e61a-4e9c-89eb-ac726e2ac4b9
2093,rock,-0.5713,0.1059,0.7348,be6abd25-d0de-38d0-90bf-942c9e93f02f
2094,hip-hop,-1.0256,-1.5441,-0.2198,bfdf5e10-043e-47fb-bbde-3dcd16e13fc5
2095,pop,0.9531,1.3288,-0.1797,c0f5c383-9950-3d4b-afbf-f9fbcb66ca41
2096,electronic,1.5184,1.4761,0.3763,c246d512-b91a-4279-831c-bcd152734768
2097,electronic,1.5083,1.6676,0.931,c4336e17-e85f-4811-b8b7-00cea236fc9a
2098,electronic,-0.6722,-0.9253,-0.0336,c5ae2cfc-f940-4569-b526-4979159a3ee6
2099,rock,0.6704,0.5627,-2.106,c77615f8-3469-4824-bc98-5b45df75cb9b
2100,pop,-0.9347,0.6953,0.0081,c8823b65-374f-352a-aa0a-88dea607b4d1
2101,electronic,0.408,0.489,-1.5834,c895d9a5-bf51-4bbc-bffb-7310abf1c0f6
2102,hip-hop,-0.8338,-1.0285,0.543,ca0501d3-3ad1-40fc-866d-eb831ad7f3ab
2103,country,1.5487,2.1096,1.8383,caf41cb1-f69d-4449-8140-248aca7da05d
2104,country,1.367,1.6529,-0.8037,cb9eeb45-695c-4012-8e6a-590dc121f9eb
2105,pop,1.5487,0.4595,1.0703,cb9ef3cf-03d3-4ca2-b448-95eb6d8182fb
2106,electronic,-0.8338,-1.0432,-1.6639,cc237f5c-475c-4a52-821d-baaf26911248
2107,hip-hop,-1.0256,-1.4999,0.1106,cc8183b2-9ce3-4088-af2b-f58022746f4a
2108,hip-hop,-0.6117,-0.5423,-1.1707,cdd5baaa-b3e0-47bd-8572-c0c5d84e31fc
2109,electronic,-0.9549,-1.3821,-0.8122,cf542a46-5878-4430-9266-2c9182dbaa8d
2110,country,-0.7833,-0.7191,-1.1276,cf8fc7b7-a662-4af5-a42e-db3de68bcf0d
2111,pop,0.2363,0.3859,-0.5416,d09adeed-3e9c-4b53-90c6-51a95c0466e6
2112,rock,-0.5107,-0.5865,-1.8428,d1f6434b-8fdd-428d-a37f-b3fb2256c035
2113,rock,-0.4501,-0.5865,-1.8067,d28b1565-137e-475b-b554-a4a9cde3810b
2114,hip-hop,1.2963,1.8002,-2.0525,d46a4b0f-aba3-4a38-b48d-5b030da86888
2115,rock,0.8219,0.5332,0.1679,d52e47df-d8a8-4ab2-b243-8a1682a96371
2116,hip-hop,-0.4199,0.4006,0.4824,d6521901-fa16-451d-86f3-50273ff5fb05
2117,hip-hop,-1.0256,-1.5588,-1.3994,d6c866bf-1bab-4c35-b538-d4b42c0d93ed
2118,hip-hop,-0.7429,-0.7927,0.2277,d6cc5149-08e6-4cce-a77d-2d437ad7c143
2119,electronic,0.3575,0.5332,-1.9355,d7363257-80bc-43c5-a86c-28ff77ac97be
2120,hip-hop,-1.0256,0.0912,0.9695,d8082188-6fa9-4dcc-adac-b6801f0cfd60
2121,rock,-0.9448,-0.174,0.3031,d81b0e3c-c5c6-3919-a8ed-f95fc2f9c931
2122,hip-hop,-0.7328,0.489,0.3716,d9022044-5207-4aa9-aafb-8cc72537ac21
2123,rock,-1.0256,-0.557,1.31,d9115d3d-d936-4af1-a210-981dd9ddedaf
2124,hip-hop,1.0641,0.5185,-0.7748,d9f60265-e139-46fd-97ae-b0e6530da7f1
2125,hip-hop,-0.9953,-1.0874,0.0663,da9eb487-d0b6-486f-b572-d5ee49d4c1dd
2126,pop,1.5083,1.373,0.3832,db5c7325-ee49-45e1-bca1-f33948b7cce8
2127,hip-hop,-0.8035,-1.2053,0.5107,db6b30b9-4f4f-4220-b9d0-d23ad1edcb29
2128,country,-0.1473,0.3269,0.1175,db8645b7-cac0-373e-95af-89639098bbcf
2129,electronic,-0.5915,0.5774,0.13,dbfc4859-aeea-4dbf-9691-4542b6182545
2130,electronic,-0.6924,-1.0579,-2.0896,dd744695-683d-4860-b6ba-e50a5cf8e4b7
2131,country,1.5285,0.0765,0.879,ddab232b-3dce-4814-893f-792646bab1c7
2132,electronic,1.5487,-0.8517,0.4516,de32ea23-1f25-4359-93ee-afdc9de2b6dc
2133,pop,-0.7025,0.3859,0.242,df994344-a45a-4eba-b517-2659f505a468
2134,hip-hop,-1.0054,-0.8811,0.3893,e06a74ae-9a70-46c5-b28d-80abb094ecf5
2135,country,1.5487,0.268,1.9339,e0d93e73-67b6-4225-a714-e9b21818b75b
2136,electronic,-0.8741,-1.3379,-2.876,e0e33de1-42b9-444c-b350-3f26df2a9b7e
2137,country,-0.228,-0.1887,-0.86,e30ab040-d8ea-44f1-ba61-5e9e6c9233a8
2138,pop,1.4579,1.1225,0.7604,e64f999e-452b-4bf4-9085-62a26e975ec6
2139,hip-hop,-0.9953,-0.7338,1.4432,e8c1c2e9-2548-43dd-a422-202dc4862f38
2140,hip-hop,1.4276,2.0212,1.0092,e90bf288-c077-4309-95f3-c89e89bd59c0
2141,pop,-1.0155,-0.3655,-0.4771,e90cfc19-c70b-4205-9cf9-8f20dcf05514
2142,hip-hop,-0.1372,0.1796,-0.3801,e90e42dc-16a2-4a4b-aa1b-65f1f4b2067d
2143,hip-hop,-0.7732,-0.6012,0.1119,e978c4a7-8401-4403-b8db-9fadb00658a6
2144,country,1.2963,1.8149,-0.7365,e9f4aa9c-ccc3-4759-867e-bf493b76634d
2145,electronic,1.5487,0.2827,0.6416,ea58f4e4-8d5c-349f-aca0-42918b625ec1
2146,electronic,-0.753,-0.1445,-0.8134,eac46ae6-0cb5-44ed-bf0b-0c18040e566d
2147,country,1.4478,0.9604,-1.0239,eac74854-15cc-43f3-b5ce-74da84078477
2148,country,-0.5915,-0.5128,-0.598,eacaa9a8-0e57-4fc9-8519-0634d1d5cfe3
2149,rock,1.4478,1.8886,-1.4691,eb750f0f-3120-409c-8863-be4db31b4e09
2150,hip-hop,-0.9347,-1.2347,-0.3585,ec4fcb17-69b8-4bc4-87c1-40f85d633501
2151,hip-hop,-0.9751,-0.0561,0.7786,ec963a23-f8dd-4329-8959-1cc8da0a4c87
2152,rock,1.5487,0.6363,0.0071,ecd89e06-e5e3-46f0-94ca-47f2e53aaa0b
2153,rock,0.2161,0.489,-0.7565,eea33e37-ab12-4de5-b019-18104e8442ee
2154,rock,-0.117,-0.2329,-0.9487,eec1df05-db85-4bd5-8d43-b4b754c1731f
2155,country,0.2969,0.3711,-0.3991,ef191bee-7d3b-41ea-82b8-c888753f4023
2156,pop,0.5493,0.2385,-0.2042,f06c5dc0-e7c4-4511-b30a-b09d78c0c625
2157,hip-hop,-0.6419,-0.6012,-0.5115,f148acb2-26b6-4dda-b546-62f6781f16e7
2158,rock,1.5487,0.047,2.1264,f3a3f98f-656c-4311-b1f7-55b8dc717a50
2159,country,-0.9246,-1.3231,0.7169,f55e216b-9f5a-400c-a3b7-bff80ed8c4af
2160,pop,-0.5006,-0.8369,0.7185,f59f5450-ba45-4b20-a915-291fd6ee9513
2161,hip-hop,-0.9145,-0.2329,1.0785,f5dcd8b8-e385-49fd-97e3-d07bd46399fb
2162,pop,-0.4602,0.1059,-0.1213,f5e0dcc2-701d-3fd5-b6c7-81dea35a904c
2163,hip-hop,1.5487,2.139,-0.1636,f60fa238-b6ee-37f7-8dca-dc410c15b5b2
2164,pop,1.4881,0.6511,0.8769,f695fce3-3fc7-4315-b6bd-9458f65b2793
2165,hip-hop,1.4881,1.2993,1.6068,f6b7c028-4acd-4ddf-afe3-8c0d99905bbd
2166,hip-hop,1.1247,1.5792,0.7693,f7a679b2-e226-462b-b9c2-56b3c359215b
2167,electronic,1.468,1.6381,0.049,f7f41877-dc45-4cba-9f92-e3aff6325e09
2168,hip-hop,1.5487,0.0617,1.0542,f9f6e6e6-5ee8-4e98-bd55-4ee1c9314dc9
2169,rock,1.5487,-0.2476,1.2924,fa960164-42d8-474c-b4f9-f4b72b045547
2170,country,1.5487,0.9015,0.5527,fb04e492-431e-4851-af43-8c0f1c249a6b
2171,pop,-0.7732,0.1649,0.477,fb1f2e93-44c9-4641-b737-7ed97c5b32c1
2172,pop,-1.0256,-1.0432,-1.2577,fbc5f55e-faf5-399f-b8fd-a896cfea44d5
2173,hip-hop,-1.0256,-0.4392,2.0737,fc3df054-1d5d-43a2-8ca2-66cedc3785bb
2174,country,0.5594,0.8868,-1.0792,fcd5649e-c971-3c22-bd61-e1718da92b24
2175,hip-hop,-1.0256,0.7247,0.0769,fd137f81-df14-42d7-9382-5463ce7942e9
2176,electronic,0.4887,0.6363,-0.7226,fd27b1cf-2213-4fbf-b6db-57ca0530adc3
2177,pop,-0.5006,-0.778,-2.059,fd2f0a89-663a-46c5-be33-4d4ce526704b
2178,hip-hop,1.4579,1.5497,0.9226,fed6fc18-5b67-44b7-9010-d3a35214b05a
2179,pop,0.62,0.7836,0.2104,fed91dde-80ff-33ad-b06f-82f1c675ef7a
2180,pop,-0.9448,-1.4262,-0.6237,ff479fe9-55d9-48cb-9ba4-4f0a04b26b6a
2181,hip-hop,-0.7429,-0.6602,1.0662,ff5299b0-38bc-4f4a-8da4-d1543fd14024
2182,hip-hop,0.1051,0.1059,-0.972,ff5c6d74-6a06-4623-9329-e744b0587d64
2183,hip-hop,1.5386,2.1832,-0.5644,ff77a660-e4cb-3a0d-8fb8-a7d72128a5fb
2184,country,1.3771,1.7413,0.1537,ff7d4424-3041-4a6b-9960-d602b0ce7855
2185,country,-0.8035,-0.5128,0.6833,007d1d25-f184-4a31-b5ce-a648fac3d96f
2186,rock,1.3569,0.3269,-0.1031,00807e8a-b9bc-39b2-a7f2-3c9dad8ab462
2187,country,-1.0256,-1.3379,0.4287,00d93000-3de3-474b-abc1-372e0429362c
2188,electronic,-0.2785,-0.3802,0.1796,024eca46-5600-4a6f-b05f-408bae1edb57
2189,hip-hop,1.3064,-0.3213,0.7656,02520c78-8275-4d45-8ed9-59ec08f23c3e
2190,rock,-0.6016,-0.2771,-0.7287,02d67e78-dacd-4428-a320-10d26f173fc1
2191,country,1.1954,-0.0856,0.8752,02f0ef3a-3288-4f34-bc6f-c1d442ef9ec7
2192,hip-hop,-0.8237,-1.2495,0.2917,0478c0ac-650f-4d4a-9fbe-4faeee0852a2
2193,electronic,1.5487,1.093,1.7242,06475fed-19da-45c4-8d96-c3cc847b54f2
2194,hip-hop,0.0647,-0.1003,0.1102,06490e70-ab31-4735-9667-fc1a66689807
2195,electronic,1.266,1.6234,0.0152,0690345f-2be3-4254-bf8a-ef8776325b59
2196,hip-hop,-0.8338,-0.778,0.3241,06ad1d12-a651-4bbb-8205-e3157d994646
2197,electronic,1.5487,2.1832,-0.1655,07412dfd-ed17-4029-a2ad-2c345d562d98
2198,rock,1.3771,1.1962,0.6264,07736af2-295f-4b0e-86e2-db2c4472dff6
2199,rock,0.3474,0.2238,-0.8212,07792232-0a12-3054-8566-eabd44e9616b
2200,electronic,-0.5612,-0.8517,0.9346,08a53fe9-1ac7-4a74-a2d0-ca0902391d87
2201,rock,-0.4804,-0.2476,0.089,08d6fd63-a9e8-4067-9587-74cc134bdb08
2202,pop,1.5083,0.931,1.3491,0909449c-051a-4f23-907c-9c84c8a0b416
2203,pop,-0.7126,-1.0285,-1.3936,0935d1c7-0880-46c0-9d8d-91e72807532b
2204,electronic,-0.7732,-0.8369,-0.9251,09a69286-1d28-411c-bb02-c34f7b45bac4
2205,hip-hop,-0.6319,-0.8664,-1.8914,09cfb5d2-7173-4849-8c70-b70a88d039c7
2206,rock,-0.8035,-0.9843,0.9002,0a84f9a7-e426-41f1-8a15-47b723135f94
2207,electronic,1.5285,2.1538,-1.1113,0ab32556-d3c4-42dc-9d51-4b59be4e995a
2208,rock,-0.3694,-0.4981,-1.051,0b76b0bb-9523-4d5e-8487-55848e814e7a
2209,electronic,0.3171,-0.1445,-1.0891,0b9799c5-da39-40f9-9a98-5be72b805ef8
2210,electronic,-0.8842,-1.3379,-1.1166,0bf0616e-697c-42f5-9dd2-5d1e6d6381ec
2211,rock,-0.8035,-0.9401,-0.3783,0c25166a-9684-43ae-8349-a3133269d3e2
2212,electronic,0.8723,0.9899,-0.2009,0c26b15f-84ec-481e-92f8-586d3a2aba9d
2213,country,-0.7126,-0.778,-0.3764,0c27b999-c5ef-4797-8bde-9f81ca754edb
2214,hip-hop,1.1146,0.931,0.481,0c450cc8-b64a-438b-ba54-a12aefc46736
2215,pop,1.5487,2.198,1.3422,0c552fe3-cb4e-46fc-9afe-5120185df70b
2216,rock,-1.0054,-1.5294,-0.6402,0c9d9fca-b1a0-4729-9bc7-b428aef24d91
2217,electronic,-0.3492,-0.557,-1.1467,0cb33741-770a-4c52-8aab-6b2374afd13a
2218,electronic,-1.0256,-1.5294,0.1381,0e4bac03-1d50-4570-bda7-2cc6a35743fa
2219,hip-hop,-0.8338,-1.22,-1.013,0eba4fea-b813-4f80-bf40-3f904e71585f
2220,hip-hop,-0.0665,-0.1592,0.1166,0f6a17e6-b9d7-4a9a-af7d-665dcb5da460
2221,electronic,-0.8338,-1.2495,-0.0116,0fe81fa1-5396-476b-97c1-9ff47a445511
2222,country,-0.5713,-0.0414,-1.095,102cea28-3e5b-45ea-bc84-834ee5ab9e87
2223,country,-0.0059,-0.0266,-0.748,10c88f6c-241e-483e-9020-694203e51ff8
2224,pop,-0.3088,-0.4981,-1.3119,111190a4-e5fd-458f-954e-1e05cf9ffbc2
2225,hip-hop,-0.0867,-0.0561,-0.1424,11580aa0-1c63-4a96-ac70-ee6e9ff27920
2226,rock,-1.0054,-1.4852,0.6979,120e2aa9-94ac-43c7-9aed-ab545a76d846
2227,hip-hop,0.9935,0.4743,0.2062,1210e589-8e0b-4ccb-897e-2060a3a635d7
2228,pop,1.4074,1.2109,1.3814,12408912-453c-4064-b3d8-15185d853756
2229,country,-0.8943,0.7836,0.8565,14032508-c59b-49d5-a19f-08e1f37d8f87
2230,pop,-0.5612,-0.8811,-1.7991,156e2c60-106f-43db-ad5c-73daa54048e3
2231,rock,-1.0256,-1.5146,-0.1872,16397032-62e7-4d48-93cb-6e6184214c49
